VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,01/01/2021 01:15:32 AM,01/01/2021 01:17:52 AM,1,0.94,1,N,75,233,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
1,01/01/2021 01:17:01 AM,01/01/2021 01:17:58 AM,1,0.2,5,N,50,50,1,40,0,0,0,0,0.3,40.3,0
2,01/01/2021 01:17:27 AM,01/01/2021 01:21:40 AM,1,1.18,1,N,68,48,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
1,01/01/2021 12:41:07 AM,01/01/2021 12:56:18 AM,2,2.5,1,Y,230,137,1,12,3,0.5,3.15,0,0.3,18.95,2.5
2,01/01/2021 12:28:17 AM,01/01/2021 12:52:25 AM,1,15.26,1,N,132,89,2,42,0.5,0.5,0,0,0.3,43.3,0
2,01/01/2021 01:11:46 AM,01/01/2021 01:19:37 AM,4,2.57,1,N,48,113,1,9,0.5,0.5,1.28,0,0.3,14.08,2.5
2,01/01/2021 01:10:56 AM,01/01/2021 01:15:04 AM,1,0.95,1,N,263,141,1,5.5,0.5,0.5,2.33,0,0.3,11.63,2.5
2,01/01/2021 12:40:17 AM,01/01/2021 12:51:39 AM,2,2.06,1,N,230,234,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,01/01/2021 01:40:48 AM,01/01/2021 01:45:03 AM,2,0.89,1,N,142,239,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
1,01/01/2021 12:50:44 AM,01/01/2021 01:10:58 AM,1,9.6,1,N,90,133,1,28,3,0.5,7.95,0,0.3,39.75,2.5
1,01/01/2021 01:39:25 AM,01/01/2021 01:47:18 AM,2,2,1,N,236,238,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5
2,01/01/2021 12:02:27 AM,01/01/2021 01:35:39 AM,1,32.58,1,N,234,48,2,104.5,0.5,0.5,0,6.12,0.3,114.42,2.5
1,01/01/2021 12:56:55 AM,01/01/2021 01:13:30 AM,1,7.6,1,N,140,212,1,23,3,0.5,0,0,0.3,26.8,2.5
1,01/01/2021 01:07:08 AM,01/01/2021 01:11:39 AM,2,0.9,1,N,239,142,1,6,3,0.5,1.47,0,0.3,11.27,2.5
1,01/01/2021 01:34:13 AM,01/01/2021 01:54:54 AM,1,4.2,1,N,230,152,1,17,3,0.5,10,0,0.3,30.8,2.5
2,01/01/2021 01:29:15 AM,01/01/2021 01:36:24 AM,1,1.72,1,N,79,232,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2021 01:14:23 AM,01/01/2021 01:28:53 AM,1,3.28,1,N,163,79,1,13,0.5,0.5,1.68,0,0.3,18.48,2.5
2,01/01/2021 01:06:59 AM,01/01/2021 01:17:06 AM,3,2.65,1,N,48,114,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
1,01/01/2021 02:15:57 AM,01/01/2021 02:18:28 AM,2,0.7,1,N,79,107,3,4.5,3,0.5,0,0,0.3,8.3,2.5
2,01/01/2021 12:36:54 AM,01/01/2021 12:48:52 AM,1,1.2,1,N,161,164,2,9,0.5,0.5,0,0,0.3,12.8,2.5
1,01/01/2021 01:56:37 AM,01/01/2021 02:19:35 AM,1,0,1,N,24,78,1,26.2,0,0.5,0,0,0.3,27,0
2,01/01/2021 12:29:04 AM,01/01/2021 12:31:41 AM,2,0.92,1,N,263,237,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01/01/2021 12:51:22 AM,01/01/2021 12:53:50 AM,1,0.51,1,N,237,140,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01/01/2021 12:53:51 AM,01/01/2021 01:05:49 AM,2,4.26,1,N,231,137,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01/01/2021 01:19:02 AM,01/01/2021 01:50:36 AM,1,14.38,1,N,164,174,1,41.5,0.5,0.5,2,0,0.3,47.3,2.5
2,01/01/2021 01:59:54 AM,01/01/2021 02:14:34 AM,1,1.43,1,N,170,162,2,10,0.5,0.5,0,0,0.3,13.8,2.5
1,01/01/2021 12:41:00 AM,01/01/2021 12:56:27 AM,1,5.4,1,N,239,125,1,17.5,3,0.5,4.25,0,0.3,25.55,2.5
2,01/01/2021 01:09:44 AM,01/01/2021 01:22:54 AM,5,2.44,1,N,238,141,1,11.5,0.5,0.5,4.59,0,0.3,19.89,2.5
2,01/01/2021 01:26:46 AM,01/01/2021 02:03:48 AM,2,19.01,1,N,79,79,1,53.5,0.5,0.5,4,0,0.3,61.3,2.5
2,01/01/2021 01:04:48 AM,01/01/2021 01:25:49 AM,1,9.39,1,N,231,42,1,28.5,0.5,0.5,0,0,0.3,32.3,2.5
2,01/01/2021 12:32:02 AM,01/01/2021 12:55:12 AM,2,6.71,1,N,161,209,2,24,0.5,0.5,0,0,0.3,27.8,2.5
1,01/01/2021 01:22:50 AM,01/01/2021 01:34:51 AM,1,2.4,1,Y,113,87,1,10,3,0.5,3.45,0,0.3,17.25,2.5
2,01/01/2021 01:10:21 AM,01/01/2021 01:15:10 AM,1,0.94,1,N,42,41,1,5.5,0.5,0.5,0,0,0.3,6.8,0
1,01/01/2021 01:23:45 AM,01/01/2021 01:37:30 AM,2,3.7,1,N,142,116,2,13.5,3,0.5,0,0,0.3,17.3,2.5
1,01/01/2021 02:56:49 AM,01/01/2021 02:57:13 AM,1,0.1,1,N,260,226,3,2.5,0.5,0.5,0,0,0.3,3.8,0
1,01/01/2021 01:19:48 AM,01/01/2021 01:25:21 AM,1,1.8,1,N,229,263,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01/01/2021 01:40:06 AM,01/01/2021 02:13:59 AM,0,5.5,1,N,79,4,1,23.5,3,0.5,0,0,0.3,27.3,2.5
1,01/01/2021 01:41:23 AM,01/01/2021 01:51:19 AM,1,2.3,1,N,231,170,1,10,3,0.5,2.75,0,0.3,16.55,2.5
1,01/01/2021 02:14:41 AM,01/01/2021 02:30:23 AM,1,3.4,1,N,230,262,1,14.5,3,0.5,5,0,0.3,23.3,2.5
2,01/01/2021 12:11:01 AM,01/01/2021 12:13:56 AM,1,1.13,1,N,263,75,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2021 12:19:29 AM,01/01/2021 12:34:40 AM,1,8.02,1,N,264,130,1,24,0.5,0.5,0,0,0.3,25.3,0
2,01/01/2021 01:13:20 AM,01/01/2021 01:22:54 AM,1,1.98,1,N,263,239,1,9,0.5,0.5,2.25,0,0.3,15.05,2.5
2,01/01/2021 01:44:30 AM,01/01/2021 01:51:11 AM,1,2.77,1,N,170,263,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2021 01:40:15 AM,01/01/2021 01:50:08 AM,3,2.33,1,N,263,238,1,10,0.5,0.5,2,0,0.3,15.8,2.5
1,01/01/2021 12:57:28 AM,01/01/2021 01:01:23 AM,1,0.9,1,N,125,113,1,5,3,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2021 12:39:57 AM,01/01/2021 12:42:49 AM,1,1.13,1,N,236,75,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2021 12:20:58 AM,01/01/2021 12:34:23 AM,6,4.51,1,N,113,236,1,14.5,0.5,0.5,4.58,0,0.3,22.88,2.5
2,01/01/2021 12:41:24 AM,01/01/2021 12:56:18 AM,1,3.76,1,N,230,41,1,14,0.5,0.5,5.34,0,0.3,23.14,2.5
1,01/01/2021 01:39:09 AM,01/01/2021 01:42:54 AM,1,0,1,N,48,48,3,4,3,0.5,0,0,0.3,7.8,2.5
2,01/01/2021 12:03:18 AM,01/01/2021 12:26:12 AM,1,11.18,1,N,158,169,2,32,0.5,0.5,0,0,0.3,35.8,2.5
2,01/01/2021 12:03:23 AM,01/01/2021 12:13:57 AM,4,2.15,1,N,249,48,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
1,01/01/2021 01:59:08 AM,01/01/2021 02:09:10 AM,3,2.4,1,N,137,249,1,10,3,0.5,2.75,0,0.3,16.55,2.5
1,01/01/2021 02:28:04 AM,01/01/2021 02:32:30 AM,1,0.1,1,Y,68,90,4,3.5,3,0.5,0,0,0.3,7.3,2.5
2,01/01/2021 01:24:55 AM,01/01/2021 01:35:01 AM,2,3.19,1,N,163,146,1,11.5,0.5,0.5,3.83,0,0.3,19.13,2.5
2,01/01/2021 01:50:23 AM,01/01/2021 01:55:28 AM,1,0.73,1,N,228,228,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,01/01/2021 01:00:19 AM,01/01/2021 01:16:18 AM,2,7.52,1,N,137,116,1,22.5,0.5,0.5,0,0,0.3,26.3,2.5
1,01/01/2021 02:53:35 AM,01/01/2021 03:01:38 AM,1,1.2,1,N,170,68,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
2,01/01/2021 01:07:42 AM,01/01/2021 01:25:14 AM,2,5.62,1,N,233,189,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5
2,01/01/2021 01:45:36 AM,01/01/2021 01:54:50 AM,1,2.1,1,N,137,114,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2021 01:08:33 AM,01/01/2021 01:30:52 AM,1,10.2,1,N,68,127,2,30.5,0.5,0.5,0,0,0.3,34.3,2.5
1,01/01/2021 01:54:06 AM,01/01/2021 02:06:37 AM,2,4.1,1,N,79,236,1,13.5,3,0.5,1,0,0.3,18.3,2.5
2,01/01/2021 12:41:38 AM,01/01/2021 01:03:10 AM,5,9.5,1,N,209,166,1,28,0.5,0.5,4.44,0,0.3,36.24,2.5
2,01/01/2021 02:12:18 AM,01/01/2021 02:26:03 AM,1,4.72,1,N,87,50,1,15.5,0.5,0.5,5.79,0,0.3,25.09,2.5
2,01/01/2021 01:40:10 AM,01/01/2021 02:15:56 AM,2,22.01,1,N,42,39,1,59,0.5,0.5,2.75,6.12,0.3,69.17,0
2,01/01/2021 12:11:51 AM,01/01/2021 12:22:50 AM,1,1.98,1,N,230,238,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2021 12:35:03 AM,01/01/2021 12:40:32 AM,2,1.6,1,N,237,164,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2021 01:20:59 AM,01/01/2021 01:23:53 AM,1,0.5,1,N,113,107,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
1,01/01/2021 12:18:47 AM,01/01/2021 12:38:01 AM,3,16,1,N,70,200,1,42.5,0.5,0.5,4.08,6.12,0.3,54,0
2,01/01/2021 01:04:01 AM,01/01/2021 01:09:54 AM,1,2.25,1,N,246,239,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
1,01/01/2021 12:52:30 AM,01/01/2021 01:03:50 AM,1,5.6,1,N,170,168,2,17.5,3,0.5,0,0,0.3,21.3,2.5
2,01/01/2021 01:00:32 AM,01/01/2021 01:05:55 AM,1,1.51,1,N,234,144,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
1,01/01/2021 01:12:43 AM,01/01/2021 01:32:17 AM,3,6.9,1,N,42,68,2,22,3,0.5,0,0,0.3,25.8,2.5
2,01/01/2021 12:44:58 AM,01/01/2021 01:07:41 AM,2,5.85,1,N,249,238,1,21.5,0.5,0.5,5.06,0,0.3,30.36,2.5
2,01/01/2021 01:03:44 AM,01/01/2021 01:07:36 AM,1,0.97,1,N,74,75,2,5,0.5,0.5,0,0,0.3,6.3,0
2,01/01/2021 01:36:27 AM,01/01/2021 01:57:54 AM,1,4.92,1,N,90,226,2,19,0.5,0.5,0,0,0.3,22.8,2.5
2,01/01/2021 01:00:59 AM,01/01/2021 01:01:03 AM,2,0.11,5,N,264,264,1,40,0,0.5,2,0,0.3,42.8,0
2,01/01/2021 12:54:20 AM,01/01/2021 12:59:06 AM,1,1.76,1,N,68,50,2,7,0.5,0.5,0,0,0.3,10.8,2.5
1,01/01/2021 01:48:40 AM,01/01/2021 01:50:16 AM,0,0.7,1,N,140,262,1,4,3,0.5,1,0,0.3,8.8,2.5
1,01/01/2021 02:03:44 AM,01/01/2021 02:13:20 AM,3,1.9,1,N,239,263,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,01/01/2021 01:06:52 AM,01/01/2021 01:16:41 AM,1,1.51,1,N,161,68,1,8.5,0.5,0.5,3,0,0.3,15.3,2.5
1,01/01/2021 12:49:33 AM,01/01/2021 12:56:05 AM,1,1.6,1,N,238,41,1,7,3,0.5,2.15,0,0.3,12.95,2.5
2,01/01/2021 12:33:45 AM,01/01/2021 12:48:49 AM,2,3.52,1,N,151,161,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
1,01/01/2021 12:11:09 AM,01/01/2021 12:19:35 AM,1,2.1,1,N,263,239,2,8.5,3,0.5,0,0,0.3,12.3,2.5
2,01/01/2021 12:57:32 AM,01/01/2021 01:08:42 AM,1,2.11,1,N,151,75,2,10,0.5,0.5,0,0,0.3,11.3,0
2,01/01/2021 12:57:05 AM,01/01/2021 12:59:36 AM,3,0.36,1,N,229,233,1,3.5,0.5,0.5,0.73,0,0.3,8.03,2.5
1,01/01/2021 01:41:11 AM,01/01/2021 01:52:48 AM,1,2.9,1,N,170,231,1,11,3,0.5,2.96,0,0.3,17.76,2.5
2,01/01/2021 01:08:28 AM,01/01/2021 01:13:25 AM,5,1.01,1,N,229,163,1,5.5,0.5,0.5,1.5,0,0.3,10.8,2.5
1,01/01/2021 01:12:20 AM,01/01/2021 01:32:05 AM,1,4.4,1,N,230,42,1,17.5,3,0.5,3.83,0,0.3,25.13,2.5
2,01/01/2021 12:24:43 AM,01/01/2021 12:36:58 AM,1,3.4,1,N,100,231,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
1,01/01/2021 12:14:54 AM,01/01/2021 12:18:40 AM,1,1.2,1,N,141,236,1,5.5,3,0.5,2,0,0.3,11.3,2.5
1,01/01/2021 12:50:56 AM,01/01/2021 01:06:59 AM,2,7,1,Y,75,232,2,21,3,0.5,0,0,0.3,24.8,2.5
1,01/01/2021 01:56:17 AM,01/01/2021 02:15:17 AM,1,6.3,1,Y,113,151,1,20,3,0.5,1,0,0.3,24.8,2.5
2,01/01/2021 12:33:07 AM,01/01/2021 12:41:03 AM,1,2.18,1,N,238,163,1,8.5,0.5,0.5,1.84,0,0.3,14.14,2.5
1,01/01/2021 01:23:04 AM,01/01/2021 01:29:35 AM,1,1.5,1,N,50,237,1,7.5,3,0.5,2.26,0,0.3,13.56,2.5
1,01/01/2021 01:55:35 AM,01/01/2021 02:00:52 AM,1,1.9,1,N,79,232,2,7.5,3,0.5,0,0,0.3,11.3,2.5
2,01/01/2021 12:55:19 AM,01/01/2021 12:58:45 AM,2,1.05,1,N,263,75,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
1,01/01/2021 12:40:07 AM,01/01/2021 12:43:53 AM,2,0.4,1,N,211,211,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
2,01/01/2021 12:38:29 AM,01/01/2021 12:41:31 AM,6,0.99,1,N,263,141,2,5,0.5,0.5,0,0,0.3,8.8,2.5
1,01/01/2021 01:48:59 AM,01/01/2021 01:56:11 AM,2,1.8,1,N,142,100,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01/01/2021 01:51:44 AM,01/01/2021 02:02:27 AM,1,2.1,1,N,50,90,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
2,01/01/2021 12:29:37 AM,01/01/2021 12:38:22 AM,1,1.69,1,N,48,234,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
1,01/01/2021 12:49:15 AM,01/01/2021 12:59:05 AM,2,1.9,1,N,238,262,1,9.5,3,0.5,3.95,0,0.3,17.25,2.5
2,01/01/2021 12:59:15 AM,01/01/2021 01:22:09 AM,1,11.77,1,N,100,220,1,33.5,0.5,0.5,0,2.8,0.3,40.1,2.5
2,01/01/2021 01:32:44 AM,01/01/2021 02:07:14 AM,1,18,1,N,127,228,2,50,0.5,0.5,0,6.12,0.3,59.92,2.5
1,01/01/2021 01:59:41 AM,01/01/2021 02:01:57 AM,1,0.9,1,N,263,141,1,4.5,3,0.5,1.25,0,0.3,9.55,2.5
2,01/01/2021 02:37:58 AM,01/01/2021 02:52:25 AM,5,3.06,1,N,68,148,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
1,01/01/2021 01:16:14 AM,01/01/2021 01:29:29 AM,1,4.1,1,N,141,74,1,14,3,0.5,2.8,0,0.3,20.6,2.5
1,01/01/2021 02:36:51 AM,01/01/2021 02:47:58 AM,1,1.1,1,N,186,137,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
2,01/01/2021 12:36:53 AM,01/01/2021 01:01:27 AM,3,16.54,2,N,132,229,1,52,0,0.5,11.06,0,0.3,66.36,2.5
2,01/01/2021 12:44:23 AM,01/01/2021 12:49:47 AM,1,1.44,1,N,162,237,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01/01/2021 12:16:22 AM,01/01/2021 12:31:26 AM,6,8,1,N,138,236,1,23.5,0.5,0.5,6.68,6.12,0.3,40.1,2.5
2,01/01/2021 01:08:57 AM,01/01/2021 01:12:14 AM,4,0.6,1,N,142,142,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
1,01/01/2021 12:45:06 AM,01/01/2021 12:47:58 AM,0,0.8,1,N,233,233,1,4.5,3,0.5,2,0,0.3,10.3,2.5
2,12/31/2020 11:59:06 PM,01/01/2021 12:02:51 AM,2,0.74,1,N,237,236,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
1,01/01/2021 12:17:25 AM,01/01/2021 12:19:41 AM,1,0.9,1,N,263,141,1,4.5,3,0.5,1.7,0,0.3,10,2.5
2,01/01/2021 12:57:48 AM,01/01/2021 01:00:51 AM,2,0.65,1,N,236,237,1,4.5,0.5,0.5,3.5,0,0.3,11.8,2.5
2,01/01/2021 01:17:12 AM,01/01/2021 01:25:38 AM,6,2.46,1,N,236,142,1,9.5,0.5,0.5,3.32,0,0.3,16.62,2.5
1,01/01/2021 01:00:05 AM,01/01/2021 01:08:37 AM,1,2.4,1,N,166,142,1,10,3,0.5,4.1,0,0.3,17.9,2.5
1,01/01/2021 01:53:02 AM,01/01/2021 02:02:53 AM,1,2.4,1,N,79,48,2,10,3,0.5,0,0,0.3,13.8,2.5
2,01/01/2021 01:26:32 AM,01/01/2021 01:41:15 AM,1,2.6,1,N,137,230,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
2,01/01/2021 02:17:58 AM,01/01/2021 02:24:25 AM,1,1.57,1,N,238,166,2,7.5,0.5,0.5,0,0,0.3,8.8,0
2,01/01/2021 01:18:39 AM,01/01/2021 01:41:13 AM,1,8.41,1,N,137,159,2,26.5,0.5,0.5,0,0,0.3,30.3,2.5
2,01/01/2021 01:40:56 AM,01/01/2021 01:55:05 AM,1,3.01,1,N,50,114,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
2,01/01/2021 12:11:27 AM,01/01/2021 12:30:20 AM,5,5.47,1,N,48,88,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5
1,01/01/2021 12:52:55 AM,01/01/2021 12:59:30 AM,2,1.1,1,N,234,79,2,6.5,3,0.5,0,0,0.3,10.3,2.5
2,01/01/2021 12:15:33 AM,01/01/2021 12:18:32 AM,1,0.81,1,N,237,236,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01/01/2021 01:57:54 AM,01/01/2021 02:08:09 AM,1,2.07,1,N,231,79,1,9.5,0.5,0.5,3.99,0,0.3,17.29,2.5
1,01/01/2021 01:50:56 AM,01/01/2021 01:53:28 AM,2,0.8,1,N,141,233,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
2,01/01/2021 12:56:03 AM,01/01/2021 01:06:46 AM,1,4.12,1,N,137,75,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,01/01/2021 12:53:48 AM,01/01/2021 01:12:33 AM,1,4.69,1,N,234,239,1,17.5,0.5,0.5,5.32,0,0.3,26.62,2.5
2,01/01/2021 01:41:45 AM,01/01/2021 01:49:13 AM,1,1.85,1,N,237,161,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01/01/2021 01:59:30 AM,01/01/2021 02:01:42 AM,1,0.63,1,N,164,230,4,-4,-0.5,-0.5,0,0,-0.3,-7.8,-2.5
2,01/01/2021 12:17:53 AM,01/01/2021 12:41:04 AM,2,15.19,4,N,70,265,1,46,0.5,0.5,9.46,0,0.3,56.76,0
2,01/01/2021 12:36:35 AM,01/01/2021 12:42:48 AM,1,1.06,1,N,161,237,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01/01/2021 01:30:32 AM,01/01/2021 01:37:43 AM,4,1.37,1,N,151,239,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5
1,01/01/2021 12:52:34 AM,01/01/2021 01:02:06 AM,3,2.3,1,Y,170,249,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,01/01/2021 12:25:18 AM,01/01/2021 12:34:43 AM,3,1.4,1,N,234,211,1,8,3,0.5,1,0,0.3,12.8,2.5
2,01/01/2021 12:50:21 AM,01/01/2021 12:58:33 AM,1,1.51,1,N,74,151,2,8,0.5,0.5,0,0,0.3,9.3,0
2,01/01/2021 01:56:07 AM,01/01/2021 02:08:36 AM,1,5.1,1,N,141,246,1,16.5,0.5,0.5,5.08,0,0.3,25.38,2.5
2,01/01/2021 12:13:37 AM,01/01/2021 12:15:11 AM,1,0.58,1,N,113,234,1,3.5,0.5,0.5,0,0,0.3,7.3,2.5
1,01/01/2021 02:22:41 AM,01/01/2021 02:54:02 AM,1,0,1,Y,90,61,1,24.2,0,0.5,0,0,0.3,25,0
1,01/01/2021 02:09:07 AM,01/01/2021 02:16:22 AM,2,1.5,1,N,232,79,1,7.5,3,0.5,2.8,0,0.3,14.1,2.5
2,01/01/2021 12:32:54 AM,01/01/2021 12:40:21 AM,1,1.45,1,N,100,90,1,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,01/01/2021 12:14:33 AM,01/01/2021 12:30:50 AM,2,2.4,1,N,230,141,1,12,2.5,0.5,3.8,0,0.3,19.1,2.5
2,01/01/2021 01:01:37 AM,01/01/2021 01:08:12 AM,1,1.2,1,N,137,234,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
1,01/01/2021 01:40:04 AM,01/01/2021 01:50:25 AM,1,3,1,N,114,48,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
2,01/01/2021 12:41:55 AM,01/01/2021 12:58:35 AM,1,2.87,1,N,230,143,1,13.5,0.5,0.5,4.33,0,0.3,21.63,2.5
2,01/01/2021 12:57:46 AM,01/01/2021 01:02:55 AM,1,1.73,1,N,68,48,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01/01/2021 01:20:14 AM,01/01/2021 01:30:05 AM,1,0.65,1,N,48,230,3,-7.5,-0.5,-0.5,0,0,-0.3,-11.3,-2.5
2,01/01/2021 01:21:25 AM,01/01/2021 01:39:57 AM,1,4.77,1,N,113,80,1,16.5,0.5,0.5,3,0,0.3,23.3,2.5
2,01/01/2021 01:17:27 AM,01/01/2021 01:29:08 AM,2,3.95,1,N,164,263,1,13,0.5,0.5,1,0,0.3,17.8,2.5
2,01/01/2021 12:34:36 AM,01/01/2021 12:44:07 AM,1,0.27,1,N,229,229,2,7,0.5,0.5,0,0,0.3,10.8,2.5
1,01/01/2021 12:42:09 AM,01/01/2021 12:51:02 AM,0,3,1,N,263,233,1,10.5,3,0.5,3.55,0,0.3,17.85,2.5
2,01/01/2021 12:34:09 AM,01/01/2021 01:03:08 AM,1,8.67,1,N,142,57,2,29,0.5,0.5,0,0,0.3,32.8,2.5
2,01/01/2021 12:32:43 AM,01/01/2021 12:47:49 AM,1,2.62,1,N,230,262,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
1,01/01/2021 01:23:06 AM,01/01/2021 01:39:18 AM,1,9.3,1,N,263,220,1,27.5,3,0.5,0.01,0,0.3,31.31,2.5
1,01/01/2021 01:57:34 AM,01/01/2021 02:02:20 AM,1,1,1,N,186,230,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,01/01/2021 01:20:47 AM,01/01/2021 01:24:48 AM,1,0.81,1,N,236,239,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2021 01:52:24 AM,01/01/2021 02:23:09 AM,1,7.27,1,N,48,48,2,25,0.5,0.5,0,0,0.3,28.8,2.5
1,01/01/2021 01:32:23 AM,01/01/2021 01:40:15 AM,1,2,1,N,114,234,1,8.5,3,0.5,7,0,0.3,19.3,2.5
1,01/01/2021 12:11:46 AM,01/01/2021 12:14:37 AM,3,0.6,1,N,262,263,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,01/01/2021 12:13:48 AM,01/01/2021 12:20:59 AM,2,1.9,1,N,246,158,1,8,3,0.5,2,0,0.3,13.8,2.5
2,01/01/2021 12:03:01 AM,01/01/2021 12:06:45 AM,1,0.74,1,N,236,141,1,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2021 01:41:28 AM,01/01/2021 01:46:01 AM,3,0.75,1,N,256,255,1,5,0.5,0.5,1.26,0,0.3,7.56,0
2,01/01/2021 01:00:15 AM,01/01/2021 01:21:44 AM,1,7.9,1,N,263,18,2,25,0.5,0.5,0,0,0.3,28.8,2.5
1,01/01/2021 12:35:26 AM,01/01/2021 12:44:16 AM,1,2.2,1,N,262,233,1,9.5,3,0.5,2.2,0,0.3,15.5,2.5
2,01/01/2021 01:18:20 AM,01/01/2021 01:49:27 AM,1,8.55,1,N,158,223,1,28.5,0.5,0.5,0,0,0.3,32.3,2.5
1,01/01/2021 01:09:20 AM,01/01/2021 01:14:22 AM,2,0.8,1,N,239,143,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,01/01/2021 01:16:47 AM,01/01/2021 01:39:27 AM,1,18,2,Y,132,4,1,52,2.5,0.5,0,0,0.3,55.3,2.5
2,01/01/2021 12:27:54 AM,01/01/2021 12:30:33 AM,2,1.01,1,N,107,162,2,5,0.5,0.5,0,0,0.3,8.8,2.5
1,01/01/2021 01:44:39 AM,01/01/2021 02:10:42 AM,1,0,1,N,37,197,1,27.83,0,0.5,0,0,0.3,28.63,0
2,01/01/2021 01:00:30 AM,01/01/2021 01:54:08 AM,1,8.89,1,N,100,160,2,36.5,0.5,0.5,0,0,0.3,40.3,2.5
2,01/01/2021 01:06:18 AM,01/01/2021 01:16:19 AM,1,2.32,1,N,90,170,1,9.5,0.5,0.5,2,0,0.3,15.3,2.5
1,01/01/2021 12:51:45 AM,01/01/2021 01:07:26 AM,1,3.5,1,N,186,236,1,14,3,0.5,2,0,0.3,19.8,2.5
2,01/01/2021 01:32:47 AM,01/01/2021 01:38:13 AM,1,1.37,1,N,166,42,2,6.5,0.5,0.5,0,0,0.3,7.8,0
2,01/01/2021 12:31:10 AM,01/01/2021 12:35:50 AM,1,1.24,1,N,236,140,1,6,0.5,0.5,3,0,0.3,12.8,2.5
2,01/01/2021 12:20:17 AM,01/01/2021 12:23:31 AM,1,1.42,1,N,229,236,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01/01/2021 01:53:21 AM,01/01/2021 02:15:54 AM,1,6.53,1,N,263,129,2,22,0.5,0.5,0,0,0.3,25.8,2.5
2,01/01/2021 01:34:02 AM,01/01/2021 01:39:19 AM,1,1,1,N,142,239,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,01/01/2021 01:26:21 AM,01/01/2021 01:33:56 AM,1,2.81,1,N,68,229,1,9.5,0.5,0.5,3,0,0.3,16.3,2.5
